etudiant_id,etudiant_prenom,etudiant_nom,etudiant_sexe,filieres_groupe_id
761,Meryem,Zouita,Femme,2
762,Yasmina,Touzz,Femme,2
763,Hanae,Nfissi,Femme,1
764,Sofia,Niama,Femme,2
765,Mehdi,Sakhi,Homme,1
766,Hind,Chrigui,Femme,2
767,Rokia,Bahi,Femme,1
768,Leila,Tazi,Femme,2
769,Imad,Dah,Homme,2
770,Zahra,Lahlou,Femme,2
771,Selma,Gharbaoui,Femme,1
772,Marie,Martin,Femme,1
773,Sira,Fall,Femme,1
774,Claire,Santos,Femme,1
775,Soufiane,Qadiri,Homme,1
776,Naji,Bouhmadi,Homme,1
777,Anas,Bouzoubaa,Homme,1
778,Hiba,El Hachimi,Femme,2
779,Ibrahim,Coulibaly,Homme,2
780,Laura,Laurent,Femme,1
781,Taha,Madani,Homme,1
782,Lotfi,Touijer,Homme,2
783,Wassim,Kamil,Homme,2
784,Chaymae,Bouaouina,Femme,1
785,Kadija,Cissé,Femme,2
786,Mohammed,Zouri,Homme,1
787,Mansour,Zoukh,Homme,2
788,Céline,Moreau,Femme,2
789,Anas,Niama,Homme,1
790,Oussama,Jabri,Homme,1
791,Yahya,Zniber,Homme,1
792,Sanaa,El Boukili,Femme,2
793,Hajar,Nfissi,Femme,2
794,Abdelali,Zoux,Homme,1
795,Rokhaya,Kane,Femme,1
796,Manal,Kacem,Femme,2
797,Valérie,Johansson,Femme,1
798,Tidiane,Sarr,Homme,2
799,Leila,Touzz,Femme,1
800,Zahra,Roudani,Femme,1
801,Rabia,Idrissi,Femme,2
802,Sofia,Laurent,Femme,2
803,Amin,Mouline,Homme,1
804,Fouad,Zouw,Homme,2
805,Abdallah,Trimech,Homme,1
806,Farid,Amrani,Homme,2
807,Laila,Jorio,Femme,2
808,Serigne,Coulibaly,Homme,1
809,Aya,Mouline,Femme,1
810,Salsabil,Mansouri,Femme,1
811,Malika,Trimech,Femme,1
812,Soukaina,Sefiani,Femme,1
813,Reda,Touzz,Homme,1
814,Anas,Lahlou,Homme,1
815,Aya,Touza,Femme,1
816,Zakaria,Zouy,Homme,1
817,Widad,Oulad,Femme,2
818,Rokia,Mechbal,Femme,2
819,Oussama,Radi,Homme,1
820,Kader,Coulibaly,Homme,2
821,Mbarek,Touzy,Homme,1
822,Hind,Rchid,Femme,1
823,Amine,El Mrabet,Homme,1
824,Badr,Ouissaden,Homme,1
825,Fadwa,Rchid,Femme,1
826,Hakim,El Boukili,Homme,2
827,Samira,Houari,Femme,2
828,David,Jones,Homme,2
829,Khadija,Akka,Femme,1
830,Driss,El Yacoubi,Homme,1
831,Loubna,Saadi,Femme,1
832,Latifa,Oulad,Femme,2
833,Marco,Brown,Homme,1
834,Mahdi,Sefrioui,Homme,2
835,Farid,Ouissaden,Homme,1
836,Imad,Othmani,Homme,1
837,Aziz,Bouz,Homme,1
838,Salah,Ghomri,Homme,1
839,Youssef,Mrani,Homme,1
840,Maimouna,Barry,Femme,2
841,Samir,Touil,Homme,2
842,Taha,Wardi,Homme,1
843,Loubna,Tahri,Femme,1
844,Nathalie,Ricci,Femme,1
845,Rania,Salem,Femme,1
846,Ibrahim,El Omari,Homme,2
847,Yasmina,Touz,Femme,1
848,Adil,Bouhmadi,Homme,2
849,Mohammed,Oufkir,Homme,1
850,Noureddine,Ouahbi,Homme,2
851,Basma,Jamil,Femme,1
852,Hassan,Moujahid,Homme,1
853,Khadija,Baraka,Femme,1
854,Hind,Hilal,Femme,2
855,Kader,Touré,Homme,2
856,Latifa,Mernissi,Femme,1
857,Pierre,Ricci,Homme,1
858,Hakim,Nacer,Homme,1
859,Zouhair,Lamrani,Homme,2
860,Selma,Tougi,Femme,1
861,Yahya,Harrak,Homme,1
862,Abdelali,Zous,Homme,1
863,Amina,Zouitni,Femme,1
864,Sara,Zouria,Femme,2
865,Oumar,Gueye,Homme,2
866,Touria,Sbitri,Femme,2
867,Ahlam,Touijer,Femme,2
868,Adam,Hammoudi,Homme,2
869,Taha,Moujahid,Homme,2
870,Imad,Zout,Homme,1
871,Khalid,Bahi,Homme,1
872,Rabia,Touba,Femme,2
873,Chaymae,Cheikh,Femme,1
874,Meryem,Toufali,Femme,2
875,Fernando,Rodriguez,Homme,2
876,Khadija,Bout,Femme,2
877,Adil,Khaldoune,Homme,1
878,Nisrine,Samir,Femme,2
879,Tariq,Alami,Homme,1
880,Yaya,Konaté,Homme,1
881,Amin,Dahmani,Homme,1
882,Yamina,Boun,Femme,1
883,Jamila,Zouak,Femme,2
884,Naji,Touijer,Homme,1
885,Nadia,Adouiri,Femme,1
886,Abdelaziz,Touzy,Homme,1
887,Said,Zoubir,Homme,2
888,Nabil,Sbitri,Homme,1
889,Salah,Zouria,Homme,2
890,Sanaa,Touzani,Femme,1
891,Mohammed,Bouk,Homme,2
892,Moussa,Ouattara,Homme,2
893,Mustapha,Rahal,Homme,1
894,Mariam,Has,Femme,2
895,Rachid,Yousra,Homme,2
896,Farida,Rahmouni,Femme,2
897,Hafsa,Guennoun,Femme,1
898,Karima,El,Femme,1
899,Mbayang,Sarr,Femme,2
900,Samir,Oufkir,Homme,2
901,Reda,Moustaquin,Homme,1
902,Zouhair,Rguibi,Homme,2
903,Widad,El Boukili,Femme,1
904,Aicha,Ait,Femme,2
905,Reda,Dlimi,Homme,2
906,Rajae,Bour,Femme,2
907,Hatim,El Amrani,Homme,2
908,Basma,Radi,Femme,1
909,Khadija,Bouzoubaa,Femme,1
910,Kenza,Yassi,Femme,1
911,Mohamed,Bouk,Homme,1
912,Kenza,Har,Femme,1
913,Jihane,Slaoui,Femme,1
914,Mariam,Atou,Femme,2
915,Aziza,El Mandjra,Femme,1
916,Nadia,Hilal,Femme,1
917,Oussama,Kamil,Homme,1
918,Jamal,Bouaouina,Homme,2
919,Aziza,Zaid,Femme,2
920,Amal,Wardi,Femme,1
921,Ayman,Alami,Homme,2
922,Asma,Zniber,Femme,2
923,Hafsa,Assou,Femme,1
924,Ilham,Slaoui,Femme,2
925,Mehdi,Ham,Homme,1
926,Fatou,Traoré,Femme,1
927,Yamina,Yousra,Femme,2
928,Aziz,Had,Homme,1
929,Zouhair,Rais,Homme,1
930,Zahra,Rahmouni,Femme,1
931,Othmane,Benjelloun,Homme,2
932,Jamal,Touahri,Homme,2
933,Lotfi,Touijer,Homme,1
934,Bilal,Zouine,Homme,1
935,Maimouna,Ouattara,Femme,1
936,Camille,Brown,Femme,2
937,Ayoub,Azou,Homme,1
938,Kawtar,Ham,Femme,1
939,Hiba,Nacer,Femme,1
940,Mohammed,Ghomri,Homme,1
941,Mounia,Har,Femme,1
942,Nezha,Bout,Femme,1
943,Jamal,Mechbal,Homme,1
944,Abdessamad,Zouw,Homme,2
945,Ismail,Doukkali,Homme,1
946,Oussama,Sbaai,Homme,2
947,Ilyas,Ghomri,Homme,1
948,Taoufik,Tourabi,Femme,1
949,Ilham,El Ghalbi,Femme,1
950,Reda,Bouj,Homme,1
951,Anass,Moujahid,Homme,2
952,Mohamed,Zoumar,Homme,1
953,Adil,Sassi,Homme,2
954,Larbi,Boudra,Homme,2
955,Mahdi,Chaouni,Homme,2
956,Imane,Tijarti,Femme,1
957,Abdallah,Harrak,Homme,1
958,Monica,Schmidt,Femme,2
959,Chakib,Mechbal,Homme,1
960,Hamza,Zoukir,Homme,1
961,Yousra,Zoukh,Femme,1
962,Khalid,Rifi,Homme,2
963,Modou,Ouattara,Homme,1
964,Amadou,Fall,Homme,2
965,Asma,Bouzidi,Femme,1
966,Hind,Gharbaoui,Femme,2
967,Ingrid,Lopez,Femme,2
968,Rachida,Sefrioui,Femme,2
969,Zineb,Zouak,Femme,2
970,Chaymae,Sahraoui,Femme,1
971,Hafsa,Touz,Femme,2
972,Noureddine,Zoubir,Homme,2
973,Abdelhamid,Mernissi,Homme,1
974,Wafa,Khalil,Femme,1
975,Hajar,Alami,Femme,2
976,Fatou,Cissé,Femme,2
977,Mahmoud,Zouy,Homme,1
978,Paolo,Rodriguez,Homme,2
979,Yamina,Sassi,Femme,2
980,Tidiane,Keita,Homme,1
981,Chakib,Sebti,Homme,1
982,Hicham,Ouahbi,Homme,2
983,Kenza,Smahi,Femme,2
984,Wafa,Zouz,Femme,1
985,Mariama,Diaw,Femme,1
986,Pape,Konaté,Homme,2
987,Leila,Zouitni,Femme,1
988,Douaa,Bouaouina,Femme,2
989,Cheikh,Traoré,Homme,2
990,Zahra,Tazi,Femme,2
991,Salah,Rchid,Homme,2
992,Anass,Bour,Homme,2
993,Boutaina,Tazi,Femme,2
994,Laila,Zoux,Femme,2
995,Adam,Bouk,Homme,2
996,Hatim,Ouazzani,Homme,3
997,Alpha,Savané,Homme,3
998,Aya,Fassi,Femme,4
999,Salim,Tourabi,Homme,3
1000,Nafissatou,Sylla,Femme,4
1001,Safae,Zouitni,Femme,4
1002,Abdessamad,Othmani,Homme,3
1003,Abdou,Tazi,Homme,3
1004,Hatim,Sebti,Homme,3
1005,Habiba,Dlimi,Femme,3
1006,Noura,Ham,Femme,4
1007,Narjis,Touzy,Femme,3
1008,Paolo,Brown,Homme,3
1009,Touria,Smires,Femme,3
1010,Ihsane,Slaoui,Femme,4
1011,Selma,Houari,Femme,4
1012,Zahia,Sabri,Femme,4
1013,Chakib,Touzy,Homme,4
1014,Idriss,Zniber,Homme,3
1015,Mehdi,Zoupi,Homme,3
1016,Yasmina,El Filali,Femme,4
1017,Latifa,Belkhadir,Femme,4
1018,Walid,Ouassou,Homme,3
1019,Fatima,Rifi,Femme,4
1020,Ali,Oulhaj,Homme,4
1021,Tidiane,Sarr,Homme,3
1022,Bilal,Touz,Homme,3
1023,Javier,Conti,Homme,4
1024,Khadija,Zous,Femme,4
1025,Mbayang,Konaté,Femme,3
1026,Hatim,Touzz,Homme,3
1027,Moussa,Rjai,Homme,3
1028,Tidiane,Sow,Homme,3
1029,Chaymae,Tourabi,Femme,3
1030,Hanae,Wardi,Femme,3
1031,Ibrahim,Bouhout,Homme,3
1032,Marco,Laurent,Homme,4
1033,Ghita,Ouazzani,Femme,4
1034,Karima,Hassani,Femme,4
1035,Chaimae,Moussaoui,Femme,3
1036,Saadia,Chraibi,Femme,4
1037,Basma,Toumi,Femme,4
1038,Mustapha,Ouled,Homme,3
1039,Youssef,Idrissi,Homme,3
1040,Sabrina,Zouria,Femme,3
1041,Sanaa,Dahmani,Femme,4
1042,David,Schmidt,Homme,3
1043,Hatim,Dlimi,Homme,3
1044,Nafissatou,Diaw,Femme,4
1045,Nasser,El,Homme,4
1046,Abdelali,Bouazzaoui,Homme,4
1047,Rachid,Toufali,Homme,4
1048,Jihane,Smahi,Femme,4
1049,Soufiane,Amrani,Homme,3
1050,Ingrid,Brown,Femme,3
1051,Ali,Wahbi,Homme,3
1052,Driss,Loukili,Homme,3
1053,Khalida,Bouhout,Femme,4
1054,Said,Oulhaj,Homme,4
1055,Fayssal,Har,Homme,4
1056,Touria,Zoukir,Femme,4
1057,Maimouna,Konaté,Femme,3
1058,Kawtar,Zouak,Femme,4
1059,Driss,Bourkadi,Homme,3
1060,Yamina,Skalli,Femme,3
1061,Loubna,Touzani,Femme,4
1062,Halima,El Fassi,Femme,4
1063,Zouhair,Has,Homme,3
1064,Abdelhamid,El Yazidi,Homme,4
1065,Haj,Chemao,Homme,4
1066,Zahra,Oufkir,Femme,4
1067,Rabia,Zoumir,Femme,3
1068,Khalida,Othmani,Femme,3
1069,Rachida,Ouali,Femme,4
1070,Sofia,Wahbi,Femme,3
1071,Larbi,Wahbi,Homme,4
1072,Yousra,Touza,Femme,3
1073,Zakaria,Touzy,Homme,3
1074,Douaa,Salmi,Femme,3
1075,Mahamadou,Cissé,Homme,3
1076,Ilyas,Moussa,Homme,3
1077,Rokhaya,Camara,Femme,3
1078,Ahlam,Touz,Femme,3
1079,Selma,Rchid,Femme,3
1080,Hajar,Mouline,Femme,4
1081,Asma,Samir,Femme,4
1082,Abderrahmane,Naji,Homme,4
1083,Marco,Brown,Homme,3
1084,Zouhair,Khaldoune,Homme,4
1085,Abderrahmane,Tahri,Homme,3
1086,Sami,Ham,Homme,4
1087,Yacine,Idrissi,Homme,4
1088,Amin,Boul,Homme,4
1089,Abdelali,Sbitri,Homme,4
1090,Badr,Kharroubi,Homme,4
1091,Leila,Zoun,Femme,3
1092,Zohra,Hassani,Femme,4
1093,Ayman,Zouita,Homme,3
1094,Touria,Tahiri,Femme,4
1095,Nabila,El Fassi,Femme,3
1096,Boutaina,Fassi,Femme,3
1097,Boutaina,Kacem,Femme,3
1098,Halima,Hattab,Femme,4
1099,Fayssal,Boudra,Homme,4
1100,Oussama,Zouw,Homme,4
1101,Hassan,Jaouhari,Homme,3
1102,Khadija,Tazi,Femme,3
1103,Hanane,Rahal,Femme,3
1104,Kawtar,Touji,Femme,3
1105,Mehdi,Fennir,Homme,4
1106,Boutaina,Larbi,Femme,4
1107,Fernando,Bernard,Homme,3
1108,Mustapha,Touzani,Homme,3
1109,Larbi,Aroui,Homme,3
1110,Rania,Fennir,Femme,3
1111,Alexander,Martin,Homme,4
1112,Nasser,Zoumar,Homme,4
1113,Ihsane,Tourabi,Femme,4
1114,Sidi,Chraibi,Homme,3
1115,Sabrina,Daoudi,Femme,3
1116,Soufiane,Jabri,Homme,3
1117,Patrick,Rodriguez,Homme,4
1118,Younes,Amarir,Homme,3
1119,Laila,Benkirane,Femme,4
1120,Samir,Bouchentouf,Homme,3
1121,Pape,Kane,Homme,3
1122,Aliou,Diaw,Homme,4
1123,Tariq,Zouine,Homme,4
1124,Fatimazahra,El,Femme,3
1125,Sofia,Dubois,Femme,3
1126,Nadia,Yassi,Femme,3
1127,Jamal,Rahal,Homme,4
1128,Chaymae,Sakhi,Femme,4
1129,Omar,Zouzz,Homme,3
1130,Badr,Sassi,Homme,4
1131,Rokhaya,Cissé,Femme,3
1132,Mansour,Zouro,Homme,3
1133,Ahmed,Zouri,Homme,4
1134,Hind,Zouita,Femme,3
1135,Mansour,Zerouali,Homme,3
1136,Nabil,Laraki,Homme,4
1137,Céline,Moreau,Femme,4
1138,Yacine,Bouhout,Homme,3
1139,Othmane,Atou,Homme,4
1140,Abdou,Sefrioui,Homme,3
1141,Khadidiatou,Diaw,Femme,4
1142,Nabil,El Ghalbi,Homme,4
1143,Rokia,Habti,Femme,3
1144,Abdou,Kharroubi,Homme,4
1145,Rabia,Zerouali,Femme,3
1146,Idriss,Rmil,Homme,4
1147,Bilal,Oulad,Homme,4
1148,Widad,Zouhir,Femme,3
1149,Bintou,Kane,Femme,4
1150,Haj,Khaldoune,Homme,3
1151,Issa,Diallo,Homme,4
1152,Nafissatou,Touré,Femme,3
1153,Anass,Chafik,Homme,3
1154,Abdellah,Jaouhari,Homme,3
1155,Oumou,Cissé,Femme,4
1156,Abdoulaye,Konaté,Homme,4
1157,Wassim,Alaoui,Homme,3
1158,Rajae,Sbitri,Femme,4
1159,Larbi,El Ghazaoui,Homme,4
1160,Abdallah,Demnati,Homme,3
1161,Imane,Akka,Femme,3
1162,Zineb,Fennir,Femme,3
1163,Hamza,Hakimi,Homme,3
1164,Nasser,Sefrioui,Homme,4
1165,Anas,Nasser,Homme,3
1166,Abdessamad,Tlemsani,Homme,4
1167,Zohra,Chraibi,Femme,4
1168,Zahra,Madani,Femme,3
1169,Antoine,Jones,Homme,3
1170,Walid,Trimech,Homme,4
1171,Mehdi,Sefrioui,Homme,3
1172,Douaa,Zoun,Femme,3
1173,Malika,Tahiri,Femme,4
1174,Younes,Wahbi,Homme,3
1175,Idriss,Chraibi,Homme,3
1176,Douaa,Toumi,Femme,3
1177,Samira,Bouzidi,Femme,4
1178,Safae,Zoul,Femme,3
1179,Asma,El Fassi,Femme,3
1180,Leila,El Yazidi,Femme,4
1181,Zahia,Sbaai,Femme,3
1182,Stefan,Santos,Homme,4
1183,Touria,Bouzoubaa,Femme,3
1184,Kawtar,Bouchentouf,Femme,4
1185,Hassan,Touijer,Homme,3
1186,Julia,Dubois,Femme,4
1187,Mohamed,Moujahid,Homme,3
1188,Bouchra,Mouline,Femme,4
1189,Khadija,Slaoui,Femme,3
1190,Rania,Bennani,Femme,3
1191,Nasser,Adouiri,Homme,3
1192,Farid,Fennir,Homme,3
1193,Mbarek,Kacem,Homme,4
1194,Taoufik,Berrada,Femme,4
1195,Salim,Touzy,Homme,3
1196,Rania,Rahal,Femme,4
1197,Aziza,Cherkaoui,Femme,4
1198,Badr,Touzy,Homme,3
1199,Nora,Oulhaj,Femme,4
1200,Modou,Touré,Homme,4
1201,Mounia,Kamil,Femme,3
1202,Ismail,Chraibi,Homme,3
1203,Oussama,Moustaquin,Homme,4
1204,Asma,El Filali,Femme,3
1205,Mame,Ba,Femme,3
1206,Jamal,Habti,Homme,4
1207,Zakaria,Zouzz,Homme,4
1208,Houda,Touzy,Femme,3
1209,Mokhtar,Touzi,Homme,4
1210,Sophie,Schmidt,Femme,3
1211,Mahmoud,Houari,Homme,4
1212,Samir,Zouria,Homme,4
1213,Julia,Rodriguez,Femme,4
1214,Haj,Rguibi,Homme,3
1215,Adam,Touil,Homme,3
1216,Ilham,Dlimi,Femme,3
1217,Bouchra,Ouassou,Femme,3
1218,Rajae,Hattab,Femme,3
1219,Ikram,Benkirane,Femme,4
1220,Jean,Ricci,Homme,3
1221,Aliou,Konaté,Homme,3
1222,Salsabil,Azou,Femme,3
1223,Wafa,Smahi,Femme,3
1224,Nezha,Jebli,Femme,4
1225,Zouhair,Touzy,Homme,4
1226,Tariq,Har,Homme,4
1227,Sofia,Müller,Femme,3
1228,Michael,Bernard,Homme,4
1229,Marco,Wilson,Homme,3
1230,Naji,Touzani,Homme,4
1231,Selma,Sbitri,Femme,3
1232,Lucas,Rodriguez,Homme,3
1233,Farida,Gue,Femme,4
1234,Javier,Rodriguez,Homme,3
1235,Salma,Moustaquin,Femme,3
1236,Valérie,Müller,Femme,3
1237,Hamza,Nfissi,Homme,4
1238,Rokia,Khalil,Femme,4
1239,Cheikh,Diop,Homme,4
1240,Samira,El Khattabi,Femme,4
1241,Sanaa,El Mandjra,Femme,4
1242,Latifa,El Omari,Femme,3
1243,Ahlam,Hattab,Femme,3
1244,Mokhtar,Moustaquin,Homme,3
1245,Zineb,El Mandjra,Femme,4
1246,Zahra,Zerhouni,Femme,3
1247,Wassim,Tahri,Homme,4
1248,Isabelle,Conti,Femme,3
1249,Hajar,Khaldoune,Femme,3
1250,Haj,Touhi,Homme,4
1251,Ihsane,Tlemsani,Femme,4
1252,Zakaria,Benkirane,Homme,4
1253,Mbayang,Diaw,Femme,4
1254,Mansour,Sbitri,Homme,4
1255,Salah,Tazi,Homme,4
1256,Sami,Sefrioui,Homme,4
1257,Abdelhamid,Amarir,Homme,4
1258,Souleymane,Konaté,Homme,3
1259,Youssef,Atou,Homme,3
1260,Fouad,Rchidi,Homme,4
1261,Lina,Gharbaoui,Femme,3
1262,Aminata,Camara,Femme,4
1263,Pierre,Ricci,Homme,4
1264,Ayoub,Moustaquin,Homme,3
1265,Basma,Bourkadi,Femme,3
1266,Fadwa,El Khattabi,Femme,3
1267,Mina,Azou,Femme,4
1268,Yassine,Zoubir,Homme,3
1269,Marie,Lopez,Femme,3
1270,Zineb,Tabit,Femme,3
1271,Halima,Hakimi,Femme,4
1272,Fatimazahra,Rchidi,Femme,3
1273,Abdessamad,Kouachi,Homme,3
1274,Sofia,Rmil,Femme,3
1275,Imane,Zous,Femme,4
1276,Pape,Ba,Homme,3
1277,Yaya,Gueye,Homme,3
1278,Houda,El Khamsi,Femme,4
1279,Amal,Jebli,Femme,4
1280,Mahdi,Nfissi,Homme,3
1281,Yamina,Rmil,Femme,3
1282,Mariam,El Yousfi,Femme,3
1283,Hanae,Bennani,Femme,4
1284,Manal,Toufali,Femme,3
1285,Mounir,Bouhlal,Homme,3
1286,Amadou,Barry,Homme,4
1287,Karima,Sassi,Femme,3
1288,Asma,Touza,Femme,4
1289,Malika,Sebti,Femme,3
1290,Nabil,Touzi,Homme,4
1291,Abdoulaye,Diop,Homme,3
1292,Zineb,Rais,Femme,4
1293,Marwa,Abid,Femme,4
1294,Taoufik,Abid,Femme,4
1295,Samira,Jorio,Femme,3
1296,Rachida,Touzi,Femme,4
1297,Salim,Sbitri,Homme,3
1298,Yacine,Gueddari,Homme,3
1299,Salim,Kamil,Homme,4
1300,Cheikh,Ndiaye,Homme,4
1301,Ayoub,Yassi,Homme,4
1302,Boutaina,Toubi,Femme,3
1303,Noureddine,Akka,Homme,3
1304,Zineb,Zerouali,Femme,4
1305,Ibrahim,Tourabi,Homme,3
1306,Walid,Mabrouk,Homme,3
1307,Houssam,Bouzoubaa,Homme,4
1308,Lotfi,Zahri,Homme,4
1309,Rim,Hass,Femme,4
1310,Mahdi,Zoukir,Homme,3
1311,Mahdi,Touzi,Homme,4
1312,Loubna,Touzy,Femme,3
1313,Youssef,Toumi,Homme,4
1314,Oumou,Diaw,Femme,3
1315,Jamila,Amrani,Femme,4
1316,Chaymae,Mrani,Femme,4
1317,Issa,Diallo,Homme,4
1318,Rokia,Chafik,Femme,4
1319,Zineb,Lahlou,Femme,3
1320,Stefan,Wilson,Homme,3
1321,Leila,El Amrani,Femme,4
1322,Alpha,Barry,Homme,4
1323,Marie,Laurent,Femme,4
1324,Abdellah,Harrak,Homme,3
1325,Bouchra,Tahri,Femme,3
1326,Bintou,Touré,Femme,3
1327,Khalid,Fassi,Homme,4
1328,Ndeye,Ouattara,Femme,3
1329,Salsabil,Rjai,Femme,4
1330,Mahmoud,Rguibi,Homme,4
1331,Salim,Kacem,Homme,4
1332,Salma,Amrani,Femme,4
1333,Sami,Ait,Homme,3
1334,Abdallah,Rifi,Homme,4
1335,Lucas,Bernard,Homme,4
1336,Anas,Tazi,Homme,3
1337,Sidi,Jamil,Homme,3
1338,Nabila,Touimi,Femme,3
1339,Modou,Fall,Homme,4
1340,Bintou,Sarr,Femme,3
1341,Hanae,Ouazzani,Femme,4
1342,Moussa,Madani,Homme,3
1343,Younes,Moustaquin,Homme,4
1344,Adil,Slaoui,Homme,4
1345,Salah,Bouhout,Homme,3
1346,Mahamadou,Cissé,Homme,3
1347,Khalid,Kharroubi,Homme,3
1348,Hassan,Mechbal,Homme,3
1349,Habiba,Tlemsani,Femme,3
1350,Hiba,Ghomri,Femme,4
1351,Ibrahim,Zerouali,Homme,3
1352,Said,Zouqi,Homme,3
1353,Jamal,Maatoug,Homme,3
1354,Wafa,Zahir,Femme,3
1355,Taha,Zoubir,Homme,3
1356,Hamza,El Khattabi,Homme,4
1357,Rachida,Roudani,Femme,4
1358,Anna,Jones,Femme,4
1359,Ines,Moussa,Femme,4
1360,Karima,Oulad,Femme,4
1361,Safae,Qadiri,Femme,3
1362,Amina,Rahmouni,Femme,4
1363,Valérie,Simon,Femme,4
1364,Salma,Smahi,Femme,4
1365,Yamina,Dlimi,Femme,3
1366,Mohammed,El Yazidi,Homme,3
1367,Malika,Labrini,Femme,3
1368,Ayman,Mabrouk,Homme,4
1369,Abdallah,El Idrissi,Homme,4
1370,Naima,Hilal,Femme,3
1371,Mahdi,Sbaai,Homme,3
1372,Marouane,Rchid,Homme,3
1373,Oussama,Atou,Homme,3
1374,Zahra,Tijarti,Femme,4
1375,Douaa,Touz,Femme,3
1376,Omar,Touzani,Homme,4
1377,Lina,Hilal,Femme,3
1378,Sami,Touza,Homme,3
1379,Walid,Tazi,Homme,4
1380,Aicha,Dlimi,Femme,3
1381,Hiba,Bouzekri,Femme,3
1382,Aicha,Jaouhari,Femme,3
1383,Meryem,Zoux,Femme,4
1384,Nicolas,Müller,Homme,4
1385,Salma,El Hachimi,Femme,3
1386,Mokhtar,Toufi,Homme,4
1387,Jihane,Jorio,Femme,4
1388,Sophie,Lopez,Femme,4
1389,Nasser,Zoun,Homme,3
1390,Abdelkader,Kharroubi,Homme,4
1391,Javier,Andersson,Homme,3
1392,Yousra,Zoul,Femme,4
1393,Ilyas,Touzz,Homme,3
1394,Fayssal,Hammoudi,Homme,3
1395,Imad,Bouhmadi,Homme,3
1396,Fayssal,Joundy,Homme,3
1397,Zohra,Saih,Femme,4
1398,Cheikh,Konaté,Homme,4
1399,Yassine,Sahraoui,Homme,4
1400,Sofia,Zouria,Femme,4
1401,Ikram,Touzy,Femme,3
1402,Aziz,Zoux,Homme,3
1403,Sofia,Bouzidi,Femme,4
1404,Anas,Habti,Homme,4
1405,Khadija,Amarir,Femme,3
1406,Leila,Demnati,Femme,3
1407,Nora,Touba,Femme,4
1408,Fouad,Sefrioui,Homme,4
1409,Mamadou,Keita,Homme,3
1410,Mounia,Moussa,Femme,4
1411,Badr,Zaid,Homme,4
1412,Mustapha,Alami,Homme,3
1413,Mehdi,Gueddari,Homme,3
1414,Mina,Wahbi,Femme,3
1415,Mahdi,Zouita,Homme,3
1416,Ahlam,Zous,Femme,4
1417,Stefan,Lopez,Homme,4
1418,Abderrahmane,Lahlou,Homme,3
1419,Soufiane,Hassani,Homme,4
1420,Zara,Boudra,Femme,4
1421,Douaa,Niama,Femme,4
1422,Tariq,Kamil,Homme,4
1423,Sofia,Brown,Femme,4
1424,Nabila,Ait,Femme,4
1425,Naima,Toumi,Femme,4
1426,Zakaria,Yousra,Homme,4
1427,Sofia,Simon,Femme,4
1428,Ingrid,Brown,Femme,3
1429,Mansour,Kacem,Homme,4
1430,Karim,Toumi,Homme,3
1431,Oumar,Diop,Homme,4
1432,Aissatou,Barry,Femme,3
1433,Jamila,Bouhmadi,Femme,3
1434,Ines,Zouy,Femme,3
1435,Noureddine,Sbitri,Homme,4
1436,Hanae,Zouz,Femme,4
1437,Ingrid,Fernandez,Femme,4
1438,Ines,Zoubir,Femme,4
1439,Amine,Sakhi,Homme,4
1440,Hamza,Tlemsani,Homme,3
1441,Nafissatou,Touré,Femme,3
1442,Latifa,Had,Femme,3
1443,Othmane,Kouachi,Homme,4
1444,Latifa,El Yazidi,Femme,3
1445,Haj,Larbi,Homme,4
1446,Bouchra,Zoumir,Femme,4
1447,Modou,Keita,Homme,4
1448,Bilal,Bouaouina,Homme,4
1449,Narjis,Har,Femme,4
1450,Mahdi,Sabi,Homme,4
1451,Mokhtar,Sefiani,Homme,4
1452,Mokhtar,Bouzidi,Homme,4
1453,Mustapha,Moussa,Homme,3
1454,Salim,Mansouri,Homme,3
1455,Narjis,Benjelloun,Femme,4
1456,Touria,El Yacoubi,Femme,4
1457,Ahmed,Toumi,Homme,3
1458,Abdou,Sebti,Homme,4
1459,Houda,Larbi,Femme,3
1460,Zara,Alaoui,Femme,4
1461,Zineb,Bouhmadi,Femme,4
1462,Narjis,Oulad,Femme,4
1463,Aicha,Daoudi,Femme,4
1464,Salah,Hilal,Homme,4
1465,Ikram,El Ghalbi,Femme,4
1466,Aziza,El Omari,Femme,4
1467,Sabrina,Baraka,Femme,3
1468,Farid,Smahi,Homme,4
1469,Salma,Tijarti,Femme,4
1470,Rayan,Bout,Homme,4
1471,Oumou,Diop,Femme,3
1472,Habiba,Fassi,Femme,4
1473,Fadwa,Sassi,Femme,4
1474,Lotfi,Boua,Homme,4
1475,Omar,Zerhouni,Homme,4
1476,Taoufik,El Ghazaoui,Femme,4
1477,Manal,Slaoui,Femme,4
1478,Driss,Gueddari,Homme,3
1479,Kamil,Naji,Homme,3
1480,Moussa,Toufali,Homme,4
1481,Soukaina,El Mandjra,Femme,4
1482,Julia,Rodriguez,Femme,4
1483,Rida,Ziyat,Homme,3
1484,Sami,Zouitni,Homme,3
1485,Mounia,Kamil,Femme,4
1486,Boubacar,Gueye,Homme,4
1487,Rania,Azou,Femme,4
1488,Abdou,Oukacha,Homme,3
1489,Soukaina,Zniber,Femme,3
1490,Adam,Salem,Homme,4
1491,Nafissatou,Coulibaly,Femme,3
1492,Mamadou,Sarr,Homme,4
